legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
productos.php,https://puertasyserviciosindustriales.com/89/producto/cortina-plana/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=807&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /89/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/90/producto/cortina-europea/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=820&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /90/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/91/producto/cortina-serie-620/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=829&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /91/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/92/producto/cortina-serie-790-cw/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=838&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /92/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/93/producto/cortina-serie-600/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=843&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /93/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/94/producto/cortina-serie-630-631-634-635/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=848&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /94/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/95/producto/cortina-serie-610/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=853&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /95/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/96/producto/cortinas-ventiladas-685/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=858&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /96/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/97/producto/cortina-de-seguridad-670/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=863&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /97/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/98/producto/cortina-de-seguridad-671/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=868&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /98/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/99/producto/fire-rated-doors-firestara®-models-700-&-700c/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,https://puertasyserviciosindustriales.com/system/file.php?id=873&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /99/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/100/producto/vertigo/,producto dinámico,,,,,ProductosView.php,Cortinas enrollables,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /100/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/101/producto/fast-seala®-high-performance-door/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=882&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /101/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/102/producto/predadoora®-nxta®-door/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=887&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /102/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/103/producto/rapida-enrollable-industrial/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=896&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /103/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/104/producto/rapida-apilable/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=909&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /104/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/105/producto/rolli-zip-puertas-ra¡pidas-enrollables-autorreparable/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=918&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /105/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/106/producto/alumina-a€“-puertas-ra¡pidas-autorreparable/,producto dinámico,,,,,ProductosView.php,Puertas rÃ¡pidas,,https://puertasyserviciosindustriales.com/system/file.php?id=923&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /106/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/107/producto/coleccia³n-modern-steela„¢/,producto dinámico,,,,,ProductosView.php,Puertas residenciales,,https://puertasyserviciosindustriales.com/system/file.php?id=940&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /107/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/108/producto/coleccia³n-classica„¢-a€“-serie-premium/,producto dinámico,,,,,ProductosView.php,Puertas residenciales,,https://puertasyserviciosindustriales.com/system/file.php?id=961&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /108/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/109/producto/accesspro-fs1000speed/,producto dinámico,,,,,ProductosView.php,Operadores para puerta corrediza,,https://puertasyserviciosindustriales.com/system/file.php?id=970&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /109/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/110/producto/accesspro-fs1000speed/,producto dinámico,,,,,ProductosView.php,Operadores para puerta abatible,,https://puertasyserviciosindustriales.com/system/file.php?id=979&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /110/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/111/producto/phobos-n-piston-electromecanico/,producto dinámico,,,,,ProductosView.php,Operadores para puerta abatible,,https://puertasyserviciosindustriales.com/system/file.php?id=984&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /111/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/112/producto/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible/,producto dinámico,,,,,ProductosView.php,Operadores para puerta abatible,,https://puertasyserviciosindustriales.com/system/file.php?id=989&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /112/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/113/producto/p45-7-piston-hidraulico-para-puerta-abatible/,producto dinámico,,,,,ProductosView.php,Operadores para puerta abatible,,https://puertasyserviciosindustriales.com/system/file.php?id=994&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /113/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/114/producto/accesspro-fs1000speed/,producto dinámico,,,,,ProductosView.php,Operadores para puertas ascendentes,,https://puertasyserviciosindustriales.com/system/file.php?id=1003&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /114/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/115/producto/puertas-contra-rayos-x/,producto dinámico,,,,,ProductosView.php,Puertas contra rayos x,,https://puertasyserviciosindustriales.com/system/file.php?id=1012&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1013&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /115/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/116/producto/puertas-contra-incendio/,producto dinámico,,,,,ProductosView.php,Puertas contra incendio,,https://puertasyserviciosindustriales.com/system/file.php?id=1018&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1019&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /116/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/117/producto/puerta-contra-explosion/,producto dinámico,,,,,ProductosView.php,Puerta contra explosion,,https://puertasyserviciosindustriales.com/system/file.php?id=1028&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /117/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/118/producto/puerta-blindada/,producto dinámico,,,,,ProductosView.php,Puertas blindadas,,https://puertasyserviciosindustriales.com/system/file.php?id=1037&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1038&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /118/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/119/producto/puerta-esta¡ndar/,producto dinámico,,,,,ProductosView.php,Puerta estÃ¡ndar,,https://puertasyserviciosindustriales.com/system/file.php?id=1043&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1044&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /119/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/120/producto/puerta-esta¡ndar-reforzada/,producto dinámico,,,,,ProductosView.php,Puerta estÃ¡ndar reforzada,,https://puertasyserviciosindustriales.com/system/file.php?id=1049&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1050&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /120/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/121/producto/puerta-y-fijos-louver/,producto dinámico,,,,,ProductosView.php,Puerta y fijos Louver,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /121/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/122/producto/puerta-holandesa/,producto dinámico,,,,,ProductosView.php,Puerta Holandesa,,https://puertasyserviciosindustriales.com/system/file.php?id=1071&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /122/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/123/producto/barreras-de-estacionamiento-moovi50rm/,producto dinámico,,,,,ProductosView.php,Fraccionamientos y Condominios,,https://puertasyserviciosindustriales.com/system/file.php?id=1076&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /123/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/124/producto/icaro-smart-ac-a2000-120/,producto dinámico,,,,,ProductosView.php,Fraccionamientos y Condominios,,https://puertasyserviciosindustriales.com/system/file.php?id=1081&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /124/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/125/producto/barreras-de-estacionamiento-moovi50rm/,producto dinámico,,,,,ProductosView.php,Estacionamientos,,https://puertasyserviciosindustriales.com/system/file.php?id=1086&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /125/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/126/producto/icaro-smart-ac-a2000-120/,producto dinámico,,,,,ProductosView.php,Estacionamientos,,https://puertasyserviciosindustriales.com/system/file.php?id=1091&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /126/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/127/producto/cortina-serie-600/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1100&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /127/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/128/producto/cortinas-ventiladas-685/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1105&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /128/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/129/producto/puertas-blindadas/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1118&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1119&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /129/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/130/producto/puertas-contra-incendio/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1124&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1125&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /130/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/131/producto/puerta-esta¡ndar/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1130&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1131&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /131/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/132/producto/puerta-esta¡ndar-reforzada/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1136&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1137&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /132/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/133/producto/puerta-holandesa/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1146&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /133/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/134/producto/puerta-y-fijos-louver/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /134/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/135/producto/barreras-de-estacionamiento-moovi50rm/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1163&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /135/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/136/producto/cortina-plana/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1176&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /136/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/137/producto/cortina-europea/,producto dinámico,,,,,ProductosView.php,Centros comerciales y hoteles,,https://puertasyserviciosindustriales.com/system/file.php?id=1189&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /137/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/138/producto/accesorios/,producto dinámico,,,,,ProductosView.php,Accesorios y dispositivos de control de acceso y seguridad,,https://puertasyserviciosindustriales.com/system/file.php?id=1198&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /138/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/139/producto/rampas-de-anda©n-hidra¡ulicas-kelley-rampa-niveladora-mecanica-blue-giant/,producto dinámico,,,,,ProductosView.php,Rampa Niveladora,,https://puertasyserviciosindustriales.com/system/file.php?id=1203&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /139/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/140/producto/rampa-niveladora-mecanica-blue-giant/,producto dinámico,,,,,ProductosView.php,Rampa Niveladora,,https://puertasyserviciosindustriales.com/system/file.php?id=1208&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /140/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/141/producto/rampas-de-anda©n-hidra¡ulicas/,producto dinámico,,,,,ProductosView.php,Rampa Niveladora,,https://puertasyserviciosindustriales.com/system/file.php?id=1213&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /141/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/142/producto/rampas-de-anda©n-meca¡nicas/,producto dinámico,,,,,ProductosView.php,Rampa Niveladora,,https://puertasyserviciosindustriales.com/system/file.php?id=1222&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /142/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/143/producto/labio-de-elevacia³n-meca¡nico-dockman/,producto dinámico,,,,,ProductosView.php,Labio de elevaciÃ³n para anden de carga,,https://puertasyserviciosindustriales.com/system/file.php?id=1231&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /143/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/144/producto/retenedor-de-vehiculos-(-electrico)-mod-hvr303-strongarma„¢/,producto dinámico,,,,,ProductosView.php,Retenedores de vehiculos,,https://puertasyserviciosindustriales.com/system/file.php?id=1236&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /144/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/145/producto/retenedor-de-vehiculos-star4/,producto dinámico,,,,,ProductosView.php,Retenedores de vehiculos,,https://puertasyserviciosindustriales.com/system/file.php?id=1241&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /145/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/146/producto/retenedores-de-vehiculos-automatico-strongarma„¢-hvr303/,producto dinámico,,,,,ProductosView.php,Retenedores de vehiculos,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /146/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/147/producto/shelter-abrigo-estacionario-blue-giant/,producto dinámico,,,,,ProductosView.php,Sellos para Anden,,https://puertasyserviciosindustriales.com/system/file.php?id=1254&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1255&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /147/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/148/producto/sellos-para-anden-a€“-shelter-de-soporte-flexible/,producto dinámico,,,,,ProductosView.php,Sellos para Anden,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /148/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/149/producto/sellos-de-anda©n/,producto dinámico,,,,,ProductosView.php,Sellos para Anden,,https://puertasyserviciosindustriales.com/system/file.php?id=1272&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /149/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
